1,BCRP,MDR1,MRP1,MRP2,MRP3,MRP4,MRP5,MRP6,MRP7,MRP8,MRP9,SMILES
DESYREL; TRAZODONE HYDROCHLORIDE,-9.1,-7.0,-5.8,-5.6,-6.1,-6.9,-5.0,-4.6,-4.2,-5.8,-6.0,O=c1n(CCCN2CCN(c3cccc(Cl)c3)CC2)nc2ccccn12
DETROL LA; TOLTERODINE TARTRATE,-4.9,-6.6,-6.9,-3.7,-5.2,-3.4,-6.6,-3.0,-0.9,-1.7,-3.4,Cc1ccc(O)c([C@H](CC[NH+](C(C)C)C(C)C)c2ccccc2)c1
DEXMEDETOMIDINE HYDROCHLORIDE; DEXMEDETOMIDINE HYDROCHLORIDE,-7.3,-6.6,-4.8,-3.8,-4.9,-6.1,-6.5,-4.4,-5.4,-4.7,-6.7,Cc1cccc([C@H](C)c2cnc[nH]2)c1C
DEXMETHYLPHENIDATE HYDROCHLORIDE; DEXMETHYLPHENIDATE HYDROCHLORIDE,-5.2,-6.4,-4.8,-3.4,-3.0,-3.5,-4.9,-2.4,-4.5,-4.0,-5.0,COC(=O)[C@H](c1ccccc1)[C@H]1CCCC[NH2+]1
"DEXTROSE 5% AND ELECTROLYTE NO. 48 IN PLASTIC CONTAINER; POTASSIUM PHOSPHATE, MONOBASIC",-3.3,-5.7,-2.8,-4.7,-2.8,-6.2,-5.0,-3.8,-1.7,-5.0,-6.9,O=P([O-])([O-])O
DIABETA; GLYBURIDE,-7.9,-10.9,-6.1,-6.3,-6.5,-6.5,-7.7,-5.2,-3.9,-7.0,-6.1,COc1ccc(Cl)cc1C(=O)NCCc1ccc(S(=O)(=O)[N-]C(=O)NC2CCCCC2)cc1
DIAL; HEXACHLOROPHENE,-5.5,-8.2,-6.2,-5.1,-4.8,-5.4,-4.6,-3.5,-3.3,-6.9,-5.4,[O-]c1c(Cl)cc(Cl)c(Cl)c1Cc1c(O)c(Cl)cc(Cl)c1Cl
DIASTAT ACUDIAL; DIAZEPAM,-8.0,-7.5,-5.7,-4.1,-5.3,-6.3,-6.2,-3.5,-4.1,-5.6,-5.9,CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21
DIAZOXIDE; DIAZOXIDE,-5.9,-6.6,-4.7,-4.1,-4.4,-4.8,-5.5,-3.7,-4.2,-3.9,-4.9,CC1=NS(=O)(=O)c2cc(Cl)ccc2N1
DIBENZYLINE; PHENOXYBENZAMINE HYDROCHLORIDE,-8.0,-8.1,-5.3,-4.4,-5.7,-7.3,-5.6,-5.9,-5.5,-5.4,-6.2,C[C@@H](COc1ccccc1)N(CCCl)Cc1ccccc1
DICLOXACILLIN SODIUM; DICLOXACILLIN SODIUM,-7.1,-7.8,-5.8,-6.2,-6.0,-7.0,-10.5,-4.7,-2.3,-8.0,-7.7,Cc1onc(-c2c(Cl)cccc2Cl)c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)[O-]
DICUMAROL; DICUMAROL,-7.8,-9.9,-7.3,-6.1,-6.7,-6.3,-7.7,-5.0,-5.5,-5.2,-5.0,O=c1oc2ccccc2c([O-])c1Cc1c([O-])c2ccccc2oc1=O
DIDANOSINE; DIDANOSINE,-6.9,-5.2,-5.5,-6.2,-5.7,-5.6,-5.2,-3.6,-5.3,-5.8,-4.9,O=c1[nH]cnc2c1ncn2[C@H]1CC[C@@H](CO)O1
DIENESTROL; DIENESTROL,-10.8,-7.5,-5.9,-4.9,-6.7,-7.9,-7.4,-4.7,-5.5,-6.4,-5.5,C/C=C(C(=C/C)/c1ccc(O)cc1)\c1ccc(O)cc1
DIETHYLSTILBESTROL; DIETHYLSTILBESTROL,-10.1,-7.2,-5.8,-4.1,-6.3,-7.0,-7.1,-4.2,-4.6,-4.3,-5.8,CC/C(=C(/CC)c1ccc(O)cc1)c1ccc(O)cc1
DIFLUCAN; FLUCONAZOLE,-5.8,-7.0,-5.8,-4.5,-5.1,-6.2,-7.6,-4.4,-5.2,-4.2,-5.9,OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F
DIFLUNISAL; DIFLUNISAL,-8.7,-8.6,-5.8,-5.3,-6.0,-8.8,-7.0,-4.5,-3.8,-5.9,-7.5,O=C([O-])c1cc(-c2ccc(F)cc2F)ccc1O
DIGOXIN; DIGOXIN,-10.0,-10.1,-11.6,-10.2,-7.8,-8.8,-7.8,-5.5,-7.4,-8.7,-9.5,C[C@H]1O[C@@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@@]5(C)[C@H](CC[C@@H]6[C@@H]5C[C@@H](O)[C@]5(C)[C@@H](C7=CC(=O)OC7)CC[C@]65O)C4)O[C@@H]3C)O[C@@H]2C)C[C@H](O)[C@@H]1O
DILANTIN-125; PHENYTOIN,-4.9,-6.9,-5.4,-6.4,-6.0,-8.0,-7.7,-3.9,-5.4,-5.9,-5.6,O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1
DILAUDID-HP; HYDROMORPHONE HYDROCHLORIDE,-3.8,-5.2,-6.2,-2.9,-5.9,-5.2,-7.7,-4.2,-6.3,-6.0,-5.6,C[N@@H+]1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@H]3[C@H]1C5
DILOR-400; DYPHYLLINE,-7.6,-6.6,-5.6,-4.8,-6.3,-5.1,-6.2,-4.9,-5.0,-5.1,-5.8,Cn1c(=O)c2c(ncn2C[C@@H](O)CO)n(C)c1=O
DIMENHYDRINATE; DIMENHYDRINATE,-6.0,-4.7,-5.5,-5.3,-3.9,-3.9,-6.2,-4.7,-3.3,-4.6,-3.5,Cn1c2nc(Cl)nc-2c([O-])n(C)c1=O
DIMETHYL SULFOXIDE; DIMETHYL SULFOXIDE,-2.8,-2.7,-2.7,-1.9,-3.0,-2.1,-2.6,-2.7,-2.1,-2.4,-1.9,CS(C)=O
DIPRIVAN; PROPOFOL,-5.7,-6.3,-4.0,-2.9,-3.9,-4.8,-4.3,-2.2,-4.3,-4.6,-4.8,CC(C)c1cccc(C(C)C)c1O
DISIPAL; ORPHENADRINE HYDROCHLORIDE,-7.4,-6.9,-5.0,-4.0,-4.2,-5.8,-5.2,-4.1,-4.8,-5.5,-4.7,Cc1ccccc1[C@H](OCC[NH+](C)C)c1ccccc1
DISOPYRAMIDE PHOSPHATE; DISOPYRAMIDE PHOSPHATE,-4.2,-5.9,-3.0,-1.7,-4.2,-4.7,-3.4,-5.1,-5.2,-4.1,-5.3,CC(C)[NH+](CC[C@@](C(N)=O)(c1ccccc1)c1ccccn1)C(C)C
DITROPAN; OXYBUTYNIN CHLORIDE,-5.4,-9.1,-5.8,-4.8,-5.7,-5.8,-7.6,-4.6,-5.4,-6.7,-7.2,CC[NH+](CC)CC#CCOC(=O)[C@](O)(c1ccccc1)C1CCCCC1
DIUCARDIN; HYDROFLUMETHIAZIDE,-6.6,-6.1,-4.9,-4.0,-5.6,-5.2,-8.6,-4.0,-4.1,-4.3,-5.6,NS(=O)(=O)c1cc2c(cc1C(F)(F)F)NCNS2(=O)=O
DIULO; METOLAZONE,-7.6,-7.8,-5.8,-5.7,-4.6,-6.0,-5.7,-4.5,-4.9,-4.5,-6.4,Cc1ccccc1N1C(=O)c2cc(S(N)(=O)=O)c(Cl)cc2N[C@@H]1C
DOBUTAMINE HYDROCHLORIDE; DOBUTAMINE HYDROCHLORIDE,-11.3,-10.1,-7.0,-7.6,-8.7,-7.1,-8.6,-6.9,-7.8,-6.9,-7.3,C[C@@H](CCc1ccc(O)cc1)[NH2+]CCc1ccc(O)c(O)c1
DOCEFREZ; DOCETAXEL,-6.7,-6.1,-8.7,-8.5,-7.5,-8.6,-6.0,-7.4,-6.7,-8.6,-12.5,CC(=O)O[C@@]12CO[C@@H]1C[C@H](O)[C@@]1(C)C(=O)[C@H](O)C3=C(C)[C@@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c4ccccc4)C[C@@](O)([C@@H](OC(=O)c4ccccc4)[C@H]21)C3(C)C
DOPAMINE HYDROCHLORIDE AND DEXTROSE 5%; DOPAMINE HYDROCHLORIDE,-6.1,-6.0,-5.5,-4.6,-5.3,-4.4,-4.8,-6.0,-5.4,-4.1,-4.9,[NH3+]CCc1ccc(O)c(O)c1
DOW-ISONIAZID; ISONIAZID,-5.9,-5.0,-3.6,-4.3,-3.7,-3.5,-4.5,-3.9,-4.3,-4.0,-3.7,NNC(=O)c1ccncc1
DRONABINOL; DRONABINOL,-7.8,-8.2,-5.9,-3.1,-6.6,-7.7,-5.1,-2.5,-5.2,-6.1,-6.8,CCCCCc1cc(O)c2c(c1)OC(C)(C)[C@@H]1CCC(C)=C[C@@H]21
DROPERIDOL; DROPERIDOL,-9.0,-8.7,-7.2,-6.8,-7.5,-7.4,-8.4,-5.7,-5.3,-7.4,-8.1,O=C(CCCN1CC=C(n2c(=O)[nH]c3ccccc32)CC1)c1ccc(F)cc1
DROXIA; HYDROXYUREA,-3.7,-3.2,-3.7,-2.7,-3.5,-3.8,-3.7,-3.7,-4.0,-6.1,-4.0,NC(=O)NO
DUAVEE; BAZEDOXIFENE ACETATE,-7.4,-6.8,-6.3,-4.4,-5.9,-6.6,-9.6,-5.1,-4.8,-8.3,-4.1,Cc1c(-c2ccc(O)cc2)n(Cc2ccc(OCC[NH+]3CCCCCC3)cc2)c2ccc(O)cc12
DURANEST; ETIDOCAINE HYDROCHLORIDE,-8.2,-8.2,-5.7,-4.6,-5.3,-6.0,-5.8,-4.8,-3.1,-5.1,-7.4,CC(=O)Nc1ccc2c(c1)[nH]c1cc(C(F)(F)F)ccc12
DUTASTERIDE AND TAMSULOSIN HYDROCHLORIDE; TAMSULOSIN HYDROCHLORIDE,-7.3,-4.7,-5.8,-4.7,-5.5,-7.1,-6.0,-7.0,-5.2,-5.3,-5.8,CCOc1ccccc1OCC[NH2+][C@H](C)Cc1ccc(OC)c(S(N)(=O)=O)c1
DUTOPROL; METOPROLOL SUCCINATE,-4.9,-5.9,-4.2,-4.8,-5.4,-6.1,-5.5,-4.5,-4.1,-5.1,-5.4,COCCc1ccc(OC[C@@H](O)C[NH2+]C(C)C)cc1
DYAZIDE; TRIAMTERENE,-7.8,-6.2,-5.0,-4.1,-5.5,-5.8,-6.6,-4.4,-3.7,-5.4,-5.4,Nc1nc(N)c2nc(-c3ccccc3)c(N)nc2n1
DYNABAC; DIRITHROMYCIN,-4.3,-9.3,-3.6,-3.4,0.0,0.0,-6.8,-3.0,-6.9,-3.9,-6.4,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H]([NH+](C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)[C@@H]2[NH2+][C@@H](COCCOC)O[C@H]([C@H]2C)[C@]1(C)O
DYNACIRC CR; ISRADIPINE,-6.7,-7.4,-6.3,-4.1,-5.6,-5.5,-4.9,-4.3,-4.2,-3.6,-6.8,COC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)[C@H]1c1cccc2nonc12
E.E.S. 200; ERYTHROMYCIN ETHYLSUCCINATE,0.0,-8.7,-6.9,-4.1,0.0,0.0,0.0,0.0,-5.1,-4.8,-4.1,CCOC(=O)CCC(=O)O[C@H]1[C@H](O[C@@H]2[C@@H](C)[C@H](O[C@H]3C[C@@](C)(OC)[C@@H](O)[C@H](C)O3)[C@@H](C)C(=O)O[C@H](CC)[C@@](C)(O)[C@H](O)[C@@H](C)C(=O)[C@H](C)C[C@@]2(C)O)O[C@H](C)C[C@@H]1N(C)C
EC-NAPROSYN; NAPROXEN,-7.5,-6.9,-6.4,-4.5,-5.2,-7.9,-11.1,-3.9,-4.0,-7.4,-6.7,COc1ccc2cc([C@@H](C)C(=O)[O-])ccc2c1
ECONAZOLE NITRATE; ECONAZOLE NITRATE,-9.3,-8.6,-6.4,-5.1,-6.4,-7.1,-7.5,-5.4,-5.6,-7.0,-6.8,Clc1ccc(CO[C@H](Cn2cc[nH+]c2)c2ccc(Cl)cc2Cl)cc1
EDECRIN; ETHACRYNIC ACID,-6.9,-7.0,-5.4,-4.6,-5.9,-6.6,-10.2,-3.8,-4.1,-7.5,-8.0,C=C(CC)C(=O)c1ccc(OCC(=O)[O-])c(Cl)c1Cl
EDROPHONIUM CHLORIDE PRESERVATIVE FREE; EDROPHONIUM CHLORIDE,-3.8,-3.8,-4.0,-3.7,-4.4,-4.2,-5.5,-4.2,-4.9,-4.1,-3.6,CC[N+](C)(C)c1cccc(O)c1
EDROPHONIUM CHLORIDE; EDROPHONIUM CHLORIDE,-9.8,-9.4,-6.5,-5.4,-6.1,-7.0,-10.5,-7.1,-6.0,-5.0,-7.3,Clc1cccc(Cl)c1-c1nc2ccc(Nc3ccnc4ccccc34)cc2[nH]1
EFFEXOR; VENLAFAXINE HYDROCHLORIDE,-3.8,-6.6,-4.6,-4.5,-4.9,-4.5,-5.5,-4.9,-5.4,-4.8,-5.1,COc1ccc([C@H](C[NH+](C)C)C2(O)CCCCC2)cc1
ELDEPRYL; SELEGILINE HYDROCHLORIDE,-5.7,-5.2,-3.0,-3.9,-3.0,-4.8,-4.7,-3.0,-4.2,-3.7,-4.5,C#CCN(C)[C@H](C)Cc1ccccc1
ELESTAT; EPINASTINE HYDROCHLORIDE,-5.7,-6.3,-4.7,-4.6,-6.0,-6.0,-6.8,-3.2,-4.8,-5.7,-6.3,NC1=[NH+]C[C@@H]2c3ccccc3Cc3ccccc3N12
ELIQUIS; APIXABAN,-7.4,-8.5,-6.0,-5.7,-6.3,-7.2,-6.6,-4.5,-4.1,-5.7,-6.9,COc1ccc(-n2nc(C(N)=O)c3c2C(=O)N(c2ccc(N4CCCCC4=O)cc2)CC3)cc1
ELLA; ULIPRISTAL ACETATE,-5.8,-2.5,-6.7,-6.2,-5.4,-6.9,-6.4,-4.2,-4.3,-4.0,-7.2,CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@@H](c3ccc(N(C)C)cc3)C[C@@]21C
ELLENCE; EPIRUBICIN HYDROCHLORIDE,-7.5,-8.0,-5.6,-5.8,-5.8,-5.7,-5.0,-4.0,-3.0,-5.7,-5.7,CCOC(=O)Cn1c(=O)c2c(nc(N3CCCCC3)n2Cc2ccccc2)n(C)c1=O
EMADINE; EMEDASTINE DIFUMARATE,-8.0,-6.7,-4.8,-4.5,-4.5,-6.2,-5.1,-4.1,-4.6,-4.7,-5.4,CCOCCn1c(N2CCC[N@@H+](C)CC2)nc2ccccc21
EMBEDA; NALTREXONE HYDROCHLORIDE,-4.5,-4.9,-6.6,-5.0,-6.2,-5.7,-5.1,-5.5,-3.4,-7.0,-6.2,O=C1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CC[N@H+]3CC2CC2)[C@H]1O5
EMSAM; SELEGILINE,-6.2,-5.0,-3.7,-3.7,-3.3,-4.8,-4.7,-3.1,-4.0,-4.1,-4.7,C#CCN(C)[C@H](C)Cc1ccccc1
EMTRICITABINE;TENOFOVIR DISOPROXIL FUMARATE;NEVIRAPINE; NEVIRAPINE,-6.8,-7.4,-5.4,-3.6,-6.3,-4.7,-3.8,-2.9,-4.1,-4.6,-5.2,Cc1ccnc2c1NC(=O)c1cccnc1N2C1CC1
ENALAPRIL MALEATE AND HYDROCHLOROTHIAZIDE; ENALAPRIL MALEATE,-7.3,-7.5,-7.6,-6.1,-6.9,-7.8,-12.4,-7.6,-5.4,-7.1,-9.5,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1CCC[C@H]1C(=O)[O-]
ENALAPRILAT; ENALAPRILAT,-9.5,-7.4,-7.0,-7.3,-7.0,-7.9,-12.7,-7.9,-5.4,-7.5,-9.8,C[C@H](N[C@@H](CCc1ccccc1)C(=O)[O-])C(=O)N1CCC[C@H]1C(=O)[O-]
ENOVID-E 21; NORETHYNODREL,-5.4,-8.0,-6.3,-5.0,-4.4,-5.9,-6.3,-4.4,-4.2,-7.4,-6.6,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=C(CCC(=O)C4)[C@H]3CC[C@@]21C
EPIFOAM; PRAMOXINE HYDROCHLORIDE,-6.8,-9.0,-5.5,-3.8,-5.2,-5.4,-7.0,-4.3,-4.7,-6.0,-8.1,FC(F)(F)c1cccc(Nc2ccncc2)c1
EPLERENONE; EPLERENONE,-5.5,-6.0,-6.9,-4.7,-5.0,0.3,-5.9,-3.8,-3.9,-3.1,-5.3,COC(=O)[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@@]23O[C@@H]2C[C@@]2(C)[C@@H](CC[C@@]24CCC(=O)O4)[C@H]13
EPROSARTAN MESYLATE; EPROSARTAN MESYLATE,-7.7,-9.5,-7.4,-8.2,-5.7,-8.2,-12.9,-6.3,-5.8,-7.9,-6.9,CCCCc1ncc(/C=C(\Cc2cccs2)C(=O)[O-])n1Cc1ccc(C(=O)[O-])cc1
EPTIFIBATIDE; EPTIFIBATIDE,-6.5,0.0,-8.0,-8.5,-8.7,-5.6,-5.6,0.0,-8.1,-6.8,-10.1,NC(=[NH2+])NCCCC[C@@H]1NC(=O)CCSSC[C@@H](C(N)=O)NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](CC(=O)[O-])NC(=O)CNC1=O
ERAXIS; ANIDULAFUNGIN,-11.1,0.0,-10.5,-7.6,-9.8,-11.3,0.0,0.0,-4.1,-11.4,0.0,CCCCCOc1ccc(-c2ccc(-c3ccc(C(=O)N[C@H]4C[C@@H](O)[C@@H](O)NC(=O)[C@@H]5[C@@H](O)[C@@H](C)CN5C(=O)[C@H]([C@@H](C)O)NC(=O)[C@H]([C@H](O)[C@@H](O)c5ccc(O)cc5)NC(=O)[C@@H]5C[C@@H](O)CN5C(=O)[C@H]([C@@H](C)O)NC4=O)cc3)cc2)cc1
ERGAMISOL; LEVAMISOLE HYDROCHLORIDE,-5.5,-5.5,-3.7,-2.5,-3.7,-4.7,-5.7,-3.4,-3.0,-3.4,-4.8,c1ccc([C@H]2CN3CCSC3=N2)cc1
ERIVEDGE; VISMODEGIB,-7.9,-9.9,-5.0,-4.3,-6.1,-6.3,-5.3,-3.6,-3.9,-4.9,-5.9,CS(=O)(=O)c1ccc(C(=O)Nc2ccc(Cl)c(-c3ccccn3)c2)c(Cl)c1
ERLOTINIB HYDROCHLORIDE; ERLOTINIB HYDROCHLORIDE,-8.0,-11.1,-5.5,-4.1,-6.5,-6.6,-4.6,-4.2,-5.7,-6.3,-6.2,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1
ERYTHROMYCIN ESTOLATE; ERYTHROMYCIN ESTOLATE,-3.6,0.0,0.0,-7.6,-0.2,0.0,0.0,0.0,-6.2,-4.1,2.8,CCC(=O)O[C@H]1[C@H](O[C@@H]2[C@@H](C)[C@H](O[C@H]3C[C@@](C)(OC)[C@@H](O)[C@H](C)O3)[C@@H](C)C(=O)O[C@H](CC)[C@@](C)(O)[C@H](O)[C@@H](C)C(=O)[C@H](C)C[C@@]2(C)O)O[C@H](C)C[C@@H]1[NH+](C)C
ESBRIET; PIRFENIDONE,-7.4,-6.5,-4.4,-4.9,-4.8,-5.0,-3.9,-3.7,-3.7,-4.3,-5.2,Cc1ccc(=O)n(-c2ccccc2)c1
ESTROGENIC SUBSTANCE; ESTRONE,-8.3,-7.9,-6.9,-4.8,-5.4,-6.6,-7.0,-4.7,-4.3,-6.2,-6.4,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CCC2=O
ESTROPIPATE; ESTROPIPATE,-6.7,-7.6,-6.1,-4.9,-5.0,-5.7,-5.8,-3.7,-4.2,-6.0,-4.9,C[C@]12CC[C@@H]3c4ccc(OS(=O)(=O)[O-])cc4CC[C@H]3[C@@H]1CCC2=O
ESZOPICLONE; ESZOPICLONE,-8.4,-8.3,-7.7,-5.1,-7.9,-5.6,-7.8,-5.6,-3.6,-4.7,-6.3,CN1CCN(C(=O)Oc2c3nccnc3c([O-])n2-c2ccc(Cl)cn2)CC1
ETHAMBUTOL HYDROCHLORIDE; ETHAMBUTOL HYDROCHLORIDE,-0.9,-2.4,-1.2,-3.2,-3.8,-2.4,-1.4,-5.8,-3.8,-2.8,-2.1,CC[C@@H](CO)[NH2+]CC[NH2+][C@@H](CC)CO
ETHAMOLIN; ETHANOLAMINE OLEATE,-5.3,-5.5,-4.6,-3.0,-3.3,-6.9,-8.3,-2.3,-4.6,-5.8,-5.6,CCCCCCCC/C=C\CCCCCCCC(=O)[O-]
ETHOSUXIMIDE; ETHOSUXIMIDE,-5.6,-5.7,-3.9,-2.6,-5.7,-4.2,-5.9,-3.5,-3.9,-5.7,-4.1,CC[C@]1(C)CC(=O)NC1=O
ETODOLAC; ETODOLAC,-7.5,-6.9,-5.7,-6.3,-6.4,-7.5,-10.3,-4.2,-4.5,-6.2,-6.8,CCc1cccc2c3c([nH]c12)[C@](CC)(CC(=O)[O-])OCC3
ETOPOSIDE; ETOPOSIDE,-7.6,-7.5,-7.9,-9.2,-9.0,-3.5,-8.6,-6.2,-6.4,-5.3,-6.8,COc1cc([C@@H]2c3cc4c(cc3[C@@H](O[C@@H]3O[C@@H]5CO[C@@H](C)O[C@H]5[C@H](O)[C@H]3O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1O
ETRAFON 2-10; PERPHENAZINE,-9.4,-6.9,-6.1,-4.3,-5.9,-8.0,-7.4,-5.0,-4.9,-6.2,-7.1,OCC[NH+]1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1
EULEXIN; FLUTAMIDE,-6.1,-7.1,-4.7,-4.1,-4.6,-5.0,-5.5,-3.5,-4.1,-3.5,-4.6,CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1
EUTHROID-0.5; T4,-7.0,-6.7,-7.1,-6.2,-6.9,-7.3,-7.4,-4.2,-4.4,-7.4,-6.3,[NH3+][C@@H](Cc1cc(I)c(Oc2cc(I)c(O)c(I)c2)c(I)c1)C(=O)[O-]
EUTHROID-0.5; TRIIODOTHYRONINE,-7.0,-6.9,-7.3,-7.9,-7.1,-7.0,-8.6,-5.3,-4.2,-6.7,-6.7,[NH3+][C@@H](Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1)C(=O)[O-]
EUTONYL; PARGYLINE HYDROCHLORIDE,-5.2,-5.1,-3.5,-2.5,-3.3,-4.8,-4.4,-4.9,-3.8,-3.3,-4.2,C#CCN(C)Cc1ccccc1
EVANS BLUE; EVANS BLUE,-9.2,-10.1,-3.7,-5.2,-0.9,-4.4,-9.3,-3.6,-2.8,-7.4,-5.1,Cc1cc(-c2ccc(/N=N/c3ccc4c(S(=O)(=O)[O-])cc(S(=O)(=O)[O-])c(N)c4c3O)c(C)c2)ccc1/N=N/c1ccc2c(S(=O)(=O)[O-])cc(S(=O)(=O)[O-])c(N)c2c1[O-]
EVISTA; RALOXIFENE HYDROCHLORIDE,-9.6,-8.9,-7.7,-6.8,-7.3,-7.2,-9.1,-6.0,-1.9,-6.5,-7.2,O=C(c1ccc(OCC[NH+]2CCCCC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12
EVOTAZ; COBICISTAT,-10.4,-8.0,-9.1,-7.8,-8.6,-7.4,-7.0,-6.6,-8.6,-5.4,-5.6,CC(C)c1nc(CN(C)C(=O)N[C@@H](CC[NH+]2CCOCC2)C(=O)N[C@H](CC[C@H](Cc2ccccc2)NC(=O)OCc2cncs2)Cc2ccccc2)cs1
EXELDERM; SULCONAZOLE NITRATE,-8.8,-8.6,-6.3,-5.6,-6.4,-6.9,-8.5,-5.0,-6.7,-6.5,-6.1,Clc1ccc(CS[C@@H](Cn2cc[nH+]c2)c2ccc(Cl)cc2Cl)cc1
EXELON; RIVASTIGMINE,-6.5,-5.6,-4.2,-4.2,-3.7,-2.6,-2.7,-4.5,-4.3,-4.3,-4.1,CCN(C)C(=O)Oc1cccc([C@H](C)N(C)C)c1
EXPAREL; BUPIVACAINE,-6.7,-7.2,-4.6,-4.3,-6.3,-6.1,-7.5,-3.9,-4.4,-4.4,-6.0,CCCCN1CCCC[C@@H]1C(=O)Nc1c(C)cccc1C
EXTINA; KETOCONAZOLE,-8.2,-10.5,-7.3,-6.7,-7.2,-7.7,-9.5,-5.5,-5.3,-6.3,-7.6,CC(=O)N1CCN(c2ccc(OC[C@H]3CO[C@](Cn4cc[nH+]c4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1
EZETIMIBE; EZETIMIBE,-9.9,-11.7,-8.4,-6.2,-7.1,-8.5,-10.6,-6.1,-5.2,-7.4,-7.7,O=C1[C@H](CC[C@H](O)c2ccc(F)cc2)[C@@H](c2ccc(O)cc2)N1c1ccc(F)cc1
EZETIMIBE; SIMVASTATIN; SIMVASTATIN,-7.3,-9.8,-6.0,-8.7,-7.6,-9.7,-11.3,-6.8,-5.7,-6.5,-10.5,CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21
FACTIVE; GEMIFLOXACIN MESYLATE,-8.5,-7.0,-5.9,-6.4,-7.1,-7.1,-8.4,-5.3,-4.7,-6.1,-6.8,CO/N=C1\CN(c2nc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)C[C@H]1C[NH3+]
FANAPT; ILOPERIDONE,-8.9,-9.7,-6.7,-6.4,-5.6,-7.0,-5.8,-5.0,-5.4,-5.7,-6.5,COc1cc(C(C)=O)ccc1OCCC[NH+]1CCC(c2noc3cc(F)ccc23)CC1
FARESTON; TOREMIFENE CITRATE,-9.5,-8.5,-5.1,-5.4,-7.2,-7.3,-5.4,-3.2,-4.4,-5.7,-6.0,CN(C)CCOc1ccc(/C(=C(/CCCl)c2ccccc2)c2ccccc2)cc1
FARXIGA; DAPAGLIFLOZIN,-11.5,-9.0,-8.2,-8.9,-8.9,-8.1,-9.6,-6.1,-7.6,-7.1,-9.9,CCOc1ccc(Cc2cc([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)ccc2Cl)cc1
FASLODEX; FULVESTRANT,-9.0,-11.0,-10.2,-6.9,-8.0,-6.9,-8.3,-6.1,-5.2,-6.5,-8.4,C[C@]12CC[C@@H]3c4ccc(O)cc4C[C@@H](CCCCCCCCC[S@](=O)CCCC(F)(F)C(F)(F)F)[C@H]3[C@@H]1CC[C@@H]2O
FELDENE; PIROXICAM,-6.3,-6.0,-6.2,-4.4,-5.1,-6.7,-5.8,-4.4,-3.6,-5.1,-4.7,CN1C(C(=O)Nc2ccccn2)=C([O-])c2ccccc2S1(=O)=O
FELODIPINE; FELODIPINE,-6.4,-9.2,-6.3,-6.0,-6.2,-6.3,-5.8,-4.5,-5.2,-6.6,-6.4,C=C1N=C(C)[C@@H](C(=O)OCC)[C@H](c2cccc(Cl)c2Cl)[C@@H]1C(=O)OC
FEMARA; LETROZOLE,-7.7,-8.2,-5.9,-4.9,-5.2,-5.7,-6.1,-4.3,-4.3,-5.3,-5.4,N#Cc1ccc(C(c2ccc(C#N)cc2)n2cncn2)cc1
FETZIMA; LEVOMILNACIPRAN HYDROCHLORIDE,-3.6,-5.2,-4.3,-2.8,-2.6,-5.5,-4.6,-4.3,-5.2,-4.2,-6.8,CCN(CC)C(=O)[C@@]1(c2ccccc2)C[C@H]1C[NH3+]
